DBN,School Name,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,School Name_1,Student Achievement - Section Score,Metric Value - 4-Year Graduation Rate,Metric Value - Postsecondary Enrollment Rate - 18 Months,Metric Value - Postsecondary Enrollment Rate - 6 Months,Metric Value - College and Career Preparatory Course Index,Metric Value - 4-Year College Readiness Index,School Name_2,Metric Value - Average Score SAT Math,Metric Value - Average Score SAT Reading and Writing,Metric Value - % College Ready SAT Math,Metric Value - % College Ready SAT Reading and Writing,Metric Value - % test takers at college ready threshold Regents English,Metric Value - % Passing an Industry-Recognized Technical Assessment,school_name,overview_paragraph,neighborhood,location,phone_number,fax_number,school_email,website,grades2018,total_students,start_time,end_time,addtl_info1,extracurricular_activities,psal_sports_boys,psal_sports_girls,psal_sports_coed,school_sports,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,geoeligibility,primary_address_line_1,city,Postcode,state_code,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Borough,NTA_lower,nta,measure,Unemployment Rate,"Households Less than $10,000",Households With cash public assistance income,Households With Food Stamp/SNAP bnfts in the past 12 mo,Vacant housing units,Lacking complete plumbing facilities,GRAPI 35.0 percent or more,Population 25 years and over  Less than 9th grade,Percent high school graduate or higher,Percent bachelor's degree or higher,NTA_code,NTA_name,geoeligibility_b,community_school,uniforms,type
13K439,Brooklyn International High School,0.9,0.98,0.88,0.98,0.87,0.96,1.921,2.148,80.10000000000001,4.2,0.003,0.875,31.0,15.2,2.8,64.0,0.922,0.241,Brooklyn International High School,4.54,0.798,0.817,0.632,0.521,0.511,Brooklyn International High School,431.1,399.6,9.6,6.4,0.339,1.0999999999999999,Brooklyn International High School,"Brooklyn International helps English Language Learners develop language, intellectual, and collaborative abilities so that they may become active participants in todayÂ’s world. Students work collaboratively on interdisciplinary projects that they present to community members. To ensure our goal of college and career readiness, students complete internships in 11th grade, gaining real-world work experience, and exploring career paths. With access to a computer lab, digital fabrication lab, and one-to-one laptop program, graduates leave with the skills necessary to succeed in our rapidly evolving world. Finally, studentsÂ’ native languages and cultures are an asset to our school; we are proud to honor them, and to learn from and about them.",DUMBO-Downtown Brooklyn,"49 Flatbush Avenue Extension, Brooklyn NY 11201 (40.69733, -73.984528)",718-643-9315,718-643-9516,krucker@schools.nyc.gov,www.mybihs.org,9-12,362,8:45am,3:05pm,No data,"Culture Clubs (African, Arabic, Bengali, Chinese, Latino, Haitian), Art, Book Club, College Access, Computer Technology Squad, Dance Company, Digital Storytelling, Drama, Environmental Awareness, Fashion Design, French for Native Speakers, Guitar Club, International Arts Exhibition, Model United Nations, National Honor Society, Peer Training, Photography, Robotics, Science Research, Student Government, UNICEF, Video Production, Yearbook","Bowling, Soccer, Wrestling","Bowling, Handball, Soccer",Cricket,"Basketball, Intramural Sports, Ping-Pong Competition, Weightlifting",0.90200001,0.939999998,0.910000026,0.713999987,93.0000007,False,False,True,True,False,False,False,False,No data,49 Flatbush Avenue Extension,Brooklyn,11201,NY,40.69784112321397,-73.98431783592508,2,33,15,3000216.0,3001200020.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,BROOKLYN ,dumbo-vinegar hill-downtown brooklyn-boerum hill,BK38 DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Percent,10.086939340051373,11.826317533974146,4.647000331455088,20.40437520715943,11.436623025890917,1.2727875372886974,31.086582828191442,7.948727818622734,83.90238269371415,53.55864351976597,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,False,True,True,International Performance Assessment
13K483,The Urban Assembly School for Law and Justice,0.81,0.87,0.79,0.94,0.9,0.91,2.831,2.468,1.7000000000000002,16.5,0.0,0.571,4.8,5.8999999999999995,4.0,79.3,0.907,0.295,The Urban Assembly School for Law and Justice,4.06,0.909,0.876,0.755,0.791,0.682,The Urban Assembly School for Law and Justice,479.1,488.0,23.599999999999998,50.0,0.796,0.8999999999999999,The Urban Assembly School for Law and Justice,"The Urban Assembly School for Law and Justice (SLJ) offers a challenging academic program with an emphasis on law and justice. We offer a nationally recognized college and career readiness curriculum. Through integrated partnerships, supportive relationships, and rigorous course-work, students develop strong communication skills and an understanding of the role law plays in society. SLJ students participate in the democratic process through Student Council, Town Hall meetings and Youth Court. SLJ graduates are strong readers and writers who think critically, work cooperatively, and question constantly. Families and community members stay involved thorough an open door policy, frequent home contact by advisors, and monthly family events.",DUMBO-Downtown Brooklyn,"283 Adams Street, Brooklyn NY 11201 (40.694629, -73.988323)",718-858-1160,718-858-4733,mharris@sljhs.org OR smelo@sljhs.org,www.sljhs.org,9-12,459,8:40am,3:40pm,No data,"AP Summer Camp, Cheerleading, Choir, Technology, Courtroom Drama, Dance, Film Editing, Gay-Straight Alliance, Graffiti Arts, Law Club, Martial Arts, Mentoring, Mock Trial, New York University High School Law Institute, Photography, Reading Excellence and Discovery (READ), SAT Prep, SLJ Youth Court, Spoken Word, Step, Student Council, Teens Take the City, Tutoring, Young Men's Association, Young Women's Association","Basketball, Soccer","Basketball, Volleyball",No data,"Baseball, Flag Football, Track, Volleyball",0.856999993,0.920000017,0.839999974,0.79400003,89.9999976,False,False,False,False,False,False,False,False,No data,283 Adams Street,Brooklyn,11201,NY,40.694282530876606,-73.98804837666341,2,33,11,3331741.0,3001400010.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,BROOKLYN ,dumbo-vinegar hill-downtown brooklyn-boerum hill,BK38 DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Percent,10.086939340051373,11.826317533974146,4.647000331455088,20.40437520715943,11.436623025890917,1.2727875372886974,31.086582828191442,7.948727818622734,83.90238269371415,53.55864351976597,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,False,True,True,Community
13K499,ACORN Community High School,0.79,0.9,0.69,0.92,0.73,0.88,2.47,2.072,5.0,30.2,0.011,0.731,15.6,17.2,7.0,100.0,0.798,0.53,ACORN Community High School,3.38,0.743,0.407,0.543,0.243,0.253,ACORN Community High School,421.6,453.3,5.3,24.0,0.315,0.0,ACORN Community High School,"At ACORN Community High school we prepare our students to become leaders of the 21st Century. We believe that through real-world, rigorous, and collaborative educational experiences our students are prepared to embark on their college and career journey. ACHS believes in educating the whole child, by providing small nurturing learning communities that are specific to our studentsÂ’ needs. Our studentsÂ’ lives matter and we work tirelessly to facilitate their progress even beyond graduating from ACHS. As we empower our scholars to transform, Â“Success is the only option!Â”",Crown Heights North,"561 Grand Avenue, Brooklyn NY 11238 (40.678591, -73.961636)",718-789-2258,718-789-2260,13K499@schools.nyc.gov,schools.nyc.gov/SchoolPortals/13/K499,9-12,373,8:15am,2:40pm,No data,"Art, Chess, Chorus, Cultural Outings, Debate, Dance, Drama, Multi-Cultural Club, National Honor Society, Peer Mediators, Photography, Student Council, Yearbook",Soccer,No data,No data,"Basketball, Bowling, Dance, Table Tennis",0.493000001,0.790000021,0.419999987,0.527999997,77.9999971,False,False,False,False,False,False,False,False,No data,561 Grand Avenue,Brooklyn,11238,NY,40.67859,-73.9616,8,35,305,3027982.0,3011410005.0,Crown Heights North                                                        ,BROOKLYN ,crown heights north,BK61 Crown Heights North,Percent,13.064769658619161,16.402077514821894,7.082659610955951,26.6549071488069,11.269075257597496,1.158802489097947,45.887340266552805,8.163875598086124,78.53319377990431,24.20305023923445,BK61,Crown Heights North,False,True,True,Community
13K527,Urban Assembly Institute of Math and Science for Y,0.73,0.87,0.64,0.89,0.87,0.89,2.66,2.23,6.5,18.099999999999998,0.003,0.661,6.9,7.8,6.8,69.39999999999999,0.872,0.408,Urban Assembly Institute of Math and Science for Y,3.22,0.783,0.865,0.619,0.464,0.348,Urban Assembly Institute of Math and Science for Y,466.7,496.0,18.8,40.6,0.623,2.9000000000000004,Urban Assembly Institute of Math and Science for Young Women,"Through a single-sex environment, our school leverages our nurturing atmosphere to foster achievement in math, science, and technology. Our college-preparatory curriculum simultaneously develops studentsÂ’ social-emotional learning skills while providing intellectual challenges. Our rich network of partners have internship opportunities that connect our students with role models and mentors who inspire them to challenge their self-perceptions and counter cultural stereotypes of women in math and science. Our after-school programs provide unique opportunities for students to explore their interests in fields involving math and science. UAI graduates possess the required skills and knowledge leading to college graduation and STEM careers",DUMBO-Downtown Brooklyn,"283 Adams Street, Brooklyn NY 11201 (40.694629, -73.988323)",718-260-2300,718-260-2301,carolj@uainstitute.org,www.uainstitute.org,6-12,476,8:30am,3:20pm,No data,"Girls Inc, Digital Design, Gardening Internship, LEGO League, Green Team, Future Cities, Music Ensemble, College/Career Development, TASC ExpandED, Lifeguard/CPR/First Aid Certification, Student Government, Robotics, Web Wiz, Art Explorers, Theater, Self-Defense, Media Mavens, Tech Gals, Recycling and Art, Step, Music, Yearbook, Girls Gazette, Dance Company, Young Women Filmmakers, DJÂ’ing, Debate, Girls Night Out, Research Squad, Grade Committees, Peer Leadership, Science & Engineering Fair","Basketball, Soccer","Basketball, Volleyball",No data,"Intramural Volleyball, Cheerleading, Power Play Team Sports, Soccer, Tennis, Track, Cross Country, Yoga, Sisters in Sports Science, Step, African Dance, Belly Dancing, Hip-Hop Dance",0.838,0.910000026,0.769999981,0.890999973,88.9999986,True,False,False,False,False,False,False,False,No data,283 Adams Street,Brooklyn,11201,NY,40.69442930700301,-73.9879457038473,2,33,11,3331741.0,3001400010.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,BROOKLYN ,dumbo-vinegar hill-downtown brooklyn-boerum hill,BK38 DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Percent,10.086939340051373,11.826317533974146,4.647000331455088,20.40437520715943,11.436623025890917,1.2727875372886974,31.086582828191442,7.948727818622734,83.90238269371415,53.55864351976597,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,False,True,True,Female Only
13K595,Bedford Academy High School,0.86,0.89,0.75,0.95,0.93,0.93,3.303,2.943,0.3,11.200000000000001,0.0,0.499,2.1999999999999997,3.9,1.8,90.0,0.93,0.197,Bedford Academy High School,3.95,0.976,0.899,0.884,0.506,0.771,Bedford Academy High School,506.2,502.6,36.1,60.199999999999996,0.97,0.0,Bedford Academy High School,"Bedford Academy High SchoolÂ’s effective instruction, along with an environment conducive to learning, enables us to promote the development of citizens with strong values and technological skills. We prepare students for careers in medicine, engineering, and law. Enhancing each studentÂ’s academic repertoire impacts on their individual challenges in life so that they may become positive role models in their communities. Bedford AcademyÂ’s motto is Â“Academic empowerment is the birthright of every child!Â”",Bedford-Stuyvesant,"1119 Bedford Avenue, Brooklyn NY 11216 (40.685486, -73.953692)",718-398-3061,718-636-3819,ptate@schools.nyc.gov,www.bedfordacademyhs.org,9-12,361,8am,4:15pm,No data,"Bedford Gazette School Newspaper, Art, Debate Team, Drama, National Honor Society, Speech and Debate, Student Government Council, YMCA Youth and Government, STEP Team, Male and Female Empowerment Class",Basketball,"Basketball, Volleyball",No data,"Cross Country, Indoor Track",0.962000012,0.959999979,0.629999995,0.824000001,91.0000026,False,False,False,False,False,False,False,False,No data,1119 Bedford Avenue,Brooklyn,11216,NY,40.68549,-73.9537,3,36,243,3329679.0,3018120001.0,Bedford                                                                    ,BROOKLYN ,bedford,BK75 Bedford,Percent,11.621386444938606,15.87203302373581,7.56656346749226,34.86893704850361,14.259927797833935,1.3539731682146543,46.723523696426646,9.90106430819967,75.7957327736971,23.447259281467048,BK75,Bedford,False,True,True,Community
13K605,George Westinghouse Career and Technical Education,0.75,0.81,0.64,0.86,0.81,0.87,2.637,2.307,2.0,20.599999999999998,0.035,0.664,5.4,9.6,8.9,71.39999999999999,0.878,0.416,George Westinghouse Career and Technical Education,2.38,0.735,0.541,0.394,0.327,0.221,George Westinghouse Career and Technical Education,457.8,471.2,7.1,22.1,0.509,27.400000000000002,George Westinghouse Career and Technical Education High School,"All students will graduate on time with viable college and career options. Our community uses positive reinforcement for academic excellence, attendance and effort to meet this goal. Our college and industry partnerships provide our students with opportunities to graduate with industry certifications and college credits. We are proud to be the only CTE school in the Brooklyn STEAM Center. Students are exposed to all CTE programs in the 9th grade: Computer Information Systems and Repair, Culinary, Electrical Installation and Practice, and Multimedia Internet Technology. Upon completion of a three-year course of study, they are eligible to receive a New York State Technical Endorsement in our approved CTE programs.",DUMBO-Downtown Brooklyn,"105 Johnson Street, Brooklyn NY 11201 (40.695444, -73.986105)",718-625-6130,718-596-9434,jkieran1@schools.nyc.gov,www.withs.org,9-12,619,8:30am,2:50pm,No data,"FIRST Robotics, Anime Club, Ballroom Dancing, Chess Team, Girl Power Group, MOUSE Squad, Martial Arts, Cheerleading Club, National Honor Society, Peer Mediation and Conflict Resolution, Poetry/Creative Writing Team, SkillsUSA, Student Government, Video Game Club, Job Readiness Workshops","Baseball, Basketball, Bowling, Handball, Indoor Track, Outdoor Track, Soccer, Tennis","Basketball, Handball, Softball, Volleyball",Double Dutch,"Double Dutch, Fitness and Weight Training",0.741999984,0.860000014,0.75,0.467000008,81.0000002,False,False,False,False,False,False,False,False,No data,105 Johnson Street,Brooklyn,11201,NY,40.694670879507676,-73.9854289172044,2,33,13,3348041.0,3001310001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,BROOKLYN ,dumbo-vinegar hill-downtown brooklyn-boerum hill,BK38 DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Percent,10.086939340051373,11.826317533974146,4.647000331455088,20.40437520715943,11.436623025890917,1.2727875372886974,31.086582828191442,7.948727818622734,83.90238269371415,53.55864351976597,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,False,True,True,Community
13K670,Benjamin Banneker Academy,0.8,0.76,0.63,0.8,0.85,0.85,3.333,3.021,0.6,13.200000000000001,0.011,0.558,2.7,5.5,1.0,93.30000000000001,0.88,0.41,Benjamin Banneker Academy,2.6,0.917,0.822,0.803,0.496,0.604,Benjamin Banneker Academy,507.4,535.6,32.5,68.30000000000001,0.696,0.0,Benjamin Banneker Academy,"Our mission is to provide a comprehensive course of study that will actively engage students in acquiring the knowledge and skills necessary to adapt to a multicultural, scientific, and technological society. Students draw upon community resources in preparation for the world of higher education and work. Our graduates will be socially responsible, lifelong learners prepared to promote all aspects of community development as they meet the challenges of the future.",Clinton Hill,"71-77 Clinton Avenue, Brooklyn NY 11205 (40.695389, -73.968759)",718-797-3702,718-797-3862,No data,schools.nyc.gov/schoolportals/13/k670,9-12,916,8am,3pm,No data,"90s Club, African Dance/Drumming, Tutoring, Architecture, Sisters/Brothers United, Musical Chorus, Book, Chess, Construction/Engineering, Knitting, Debate, Doctors of Tomorrow, Katrina Relief, Latino Dance, Literary, LIU Scholars, Manhood Training, Math, Entrepreneurial Training, Society of Black Engineers Jr, Dance, Peer Mediation, Tutoring, Mentoring, Sign Language, Girls Empowerment, Step, Student Government, AV Squad, Engineering, Warrior Scholars, Young MenÂ’s, Young Poets, Zawadi Art","Baseball, Basketball, Bowling, Cross Country, Fencing, Indoor Track, Soccer","Basketball, Fencing, Outdoor Track, Soccer, Softball, Tennis, Volleyball",No data,"Intramural Basketball, Equestrian Team, Flag Football, Martial Arts, Track",0.916000009,0.899999976,0.769999981,0.805000007,86.0000014,False,False,False,False,False,False,False,False,No data,71-77 Clinton Avenue,Brooklyn,11205,NY,40.69539,-73.9688,2,35,191,3054323.0,3018880034.0,Clinton Hill                                                               ,BROOKLYN ,clinton hill,BK69 Clinton Hill,Percent,9.28163653663178,9.908281448751422,1.9347927964115954,12.89415545290219,12.166294249088557,0.7029524000803374,39.65052313666271,4.48359659781288,88.91859052247874,52.207371405427295,BK69,Clinton Hill,False,True,True,Community
13K674,"City Polytechnic High School of Engineering, Archi",0.82,0.88,0.82,0.95,0.81,0.94,2.949,2.765,1.6,18.5,0.004,0.559,2.7,6.0,0.9,60.0,0.893,0.273,"City Polytechnic High School of Engineering, Archi",2.76,0.867,0.839,0.768,0.448,0.438,"City Polytechnic High School of Engineering, Archi",426.1,412.4,6.7,3.8,0.755,4.8,"City Polytechnic High School of Engineering, Architecture, and Technology","Each member of our community accepts responsibility for the learning, academic achievement, and social and cultural development of all students. We are a CTE Early College school under the 9Â–14 P-Tech model that prepares our students for college and careers in Construction Management, Civil Engineering Technology, and Architectural Technology. Students take courses that are developed and co-taught by college professors at CUNYÂ’s New York City College of Technology (City Tech) and participate in internship opportunities. After meeting college-ready benchmarks, our students attend City Tech at no cost to earn an Associate Degree in Construction Management, Civil Engineering Technology, or Architectural Technology.",DUMBO-Downtown Brooklyn,"105 Tech Place, Brooklyn NY 11201 (40.695444, -73.986105)",718-875-1473,718-875-1947,sanford@citypolyhs.org,www.citypolyhs.org,9-12 ,451,8:30am,4:06pm,No data,"Robotics, Scholars HOOP, Scholars SPEAK, Audio Engineering Club, City Poly Brothers United, Hip Hop 4 Life, Photography Club, Student Government Association, Academic Enrichment, Peer Tutoring, Yearbook Club, Cheerleading, ScriptEd Coding","Baseball, Basketball, Bowling, Handball, Indoor Track, Outdoor Track, Soccer, Tennis","Basketball, Handball, Softball, Volleyball",Double Dutch,"Bridge Running Club, Scholars Hoop, Intramural Basketball",0.887000024,0.879999995,0.75999999,0.558000028,83.9999974,False,False,False,False,False,False,True,True,No data,105 Tech Place,Brooklyn,11201,NY,40.69591542776418,-73.98596275989915,2,33,13,3348041.0,3001310001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,BROOKLYN ,dumbo-vinegar hill-downtown brooklyn-boerum hill,BK38 DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Percent,10.086939340051373,11.826317533974146,4.647000331455088,20.40437520715943,11.436623025890917,1.2727875372886974,31.086582828191442,7.948727818622734,83.90238269371415,53.55864351976597,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,False,True,True,P-TECH
14K071,Juan Morel Campos Secondary School,0.79,0.86,0.71,0.91,0.87,0.89,2.278,2.014,24.099999999999998,27.0,0.024,0.835,5.3,15.8,0.7,80.60000000000001,0.865,0.426,Juan Morel Campos Secondary School,2.45,0.66,0.379,0.232,0.196,0.237,Juan Morel Campos Secondary School,417.5,413.0,8.200000000000001,13.4,0.333,2.1,Juan Morel Campos Secondary School,"We balance arts experiences with college readiness for all students. Students take talent classes of their choice; they become musicians, singers, actors, and visual artists. Partnerships with arts organizations allow students to conduct openings at professional galleries; students co-teach STEM classes with teachers in CUNYÂ’s PERC program; and students visit colleges starting in ninth grade through the College Bound Initiative. Students earn college credits through Advanced Placement (AP) and CUNY courses, take on leadership roles, participate in sports, participate in a variety of after-school activities, and are given the academic and social support they need to succeed in school. We value a diverse and richly talented school community.",Williamsburg,"215 Heyward Street, Brooklyn NY 11206 (40.703996, -73.953304)",718-302-7900,718-302-7979,14K071@schools.nyc.gov,www.juanmorelcampos.com,6-12,622,8:20pm,3:55pm,Community School,"Internships (for credit and paid), A er-School Tutoring and Enrichment, Weekend and Vacation Tutoring, School Culture Committee, National Honor Society, Archon Society, PSAT/SAT Prep, MOUSE Squad, Student performances and gallery openings, Evening and Saturday academies for English Language Learners, Yearbook, Fitness, Newspaper, Robotics,","Baseball, Basketball, Handball","Basketball, Cross Country, Softball",No data,"Fitness, Running Club, Soccer, and Flag Football",0.48300001,0.860000014,0.779999971,0.463,82.9999983,False,False,False,False,False,False,False,False,No data,215 Heyward Street,Brooklyn,11206,NY,40.704,-73.9533,1,33,529,3061064.0,3022270001.0,Williamsburg                                                               ,BROOKLYN ,williamsburg,BK72 Williamsburg,Percent,5.198049244677055,20.797686468249186,4.639113146162188,54.2354500542234,7.159637543349368,2.843716110374744,57.364787111622555,14.610565395622245,66.84198313868049,7.734550235903782,BK72,Williamsburg,False,True,False,Community
14K449,"Brooklyn Latin School, The",0.91,0.88,0.8,0.9,0.79,0.93,3.916,4.046,0.0,3.0,0.0,0.404,0.8,2.6,4.0,68.2,0.933,0.238,"Brooklyn Latin School, The",4.42,0.988,0.943,0.853,0.994,0.988,"Brooklyn Latin School, The",648.5,629.6,95.39999999999999,85.0,0.994,2.9000000000000004,"Brooklyn Latin School, The","Modeled after the prestigious Boston Latin school and founded in 2006, The Brooklyn Latin School provides a liberal arts curriculum, with an emphasis on the Classics and Latin language instruction. Early instruction emphasizes the acquisition of core knowledge of the key academic disciplines which students use as a foundation for deeper exploration in the upper grades. Widely regarded around the world as the most rigorous and comprehensive course of study at the high school level, the International Baccalaureate (IB) Programme is integral to our curriculum. In all classes, students experience a strong and consistent emphasis on analytical thinking, and structured writing, and public speaking, preparing them for the challenges of college work.",East Williamsburg,"223 Graham Avenue, Brooklyn NY 11206 (40.709765, -73.944463)",718-366-0154,718-381-3012,parents@brooklynlatin.org,www.brooklynlatin.org,9-12,664,8am,2:30pm,No data,"The Latineer School Newspaper, Garden Club, Certamen (Latin Competition), Saltare (Dance), Drama, Global Awareness, Law Club, Legati, Math Team, Model UN, Moot Court, Muslim Student Association, National Honor Society, Outdoors Club, Peer Mediation, Photography, Public Declamation, Science Olympiad, Stoked Skateboarding, Student Senate, Studio Art, Viajeros, Yearbook","Baseball, Wrestling","Cross Country, Volleyball",No data,"Boys Basketball, Girls Basketball, Co-ed Cross-Country, Boys Flag Football, Girls Volleyball, Co-ed Soccer, Boys Wrestling, Cheerleading",0.981000006,0.939999998,0.75999999,0.91900003,93.0000007,False,False,False,False,True,False,False,False,No data,223 Graham Avenue,Brooklyn,11206,NY,40.709754381292534,-73.94425653551401,1,34,505,3070825.0,3030250001.0,East Williamsburg                                                          ,BROOKLYN ,east williamsburg,BK90 East Williamsburg,Percent,8.670285627314698,9.947608812466417,3.714400859752821,20.278076303062868,5.855571013026433,1.061257388500806,38.44185854584468,12.393759227484937,76.20206695662584,37.15733609991621,BK90,East Williamsburg,False,True,True,Specialized
14K454,Green School: An Academy for Environmental Careers,0.77,0.82,0.71,0.89,0.91,0.9,2.409,2.111,33.6,23.0,0.012,0.813,12.3,19.7,5.4,79.2,0.845,0.513,Green School: An Academy for Environmental Careers,2.96,0.684,0.526,0.316,0.404,0.105,Green School: An Academy for Environmental Careers,389.2,403.2,1.7999999999999998,8.799999999999999,0.403,0.0,Green School: An Academy for Environmental Careers,"The Green School's focus is social justice and student voice. All learning is designed for our students to explore the world around them. Through real-world projects, field work, and early college courses, students graduate ready for success in college and beyond.",East Williamsburg,"223 Graham Avenue, Brooklyn NY 11206 (40.709765, -73.944463)",718-599-1207,718-387-7945,thegreenschool@gmail.com,www.greenschoolbrooklyn.com,9-12,261,8am,3:30pm,Community School,"Step/Dance Team, Drama, Anime and Video Gaming, Peer Mediation, Peer Group Connection, Student Government","Baseball, Wrestling","Cross Country, Volleyball",No data,"Basketball, Cheerleading, Runners Club, Soccer, Volleyball, Weight Training",0.652999997,0.839999974,0.730000019,0.347000003,86.0000014,False,False,False,False,False,False,False,False,No data,223 Graham Avenue,Brooklyn,11206,NY,40.7100169613746,-73.94468948447488,1,34,505,3070825.0,3030250001.0,East Williamsburg                                                          ,BROOKLYN ,east williamsburg,BK90 East Williamsburg,Percent,8.670285627314698,9.947608812466417,3.714400859752821,20.278076303062868,5.855571013026433,1.061257388500806,38.44185854584468,12.393759227484937,76.20206695662584,37.15733609991621,BK90,East Williamsburg,False,True,False,Community
14K474,PROGRESS High School for Professional Careers,0.84,0.95,0.72,0.97,0.95,0.93,2.493,2.164,14.6,20.7,0.035,0.764,11.5,11.4,20.0,68.60000000000001,0.841,0.428,PROGRESS High School for Professional Careers,2.98,0.777,0.509,0.422,0.085,0.232,PROGRESS High School for Professional Careers,431.7,438.5,2.4,12.8,0.372,1.9,PROGRESS High School for Professional Careers,"PROGRESS High School for Professional Careers is a rich, multi-faceted academic gem with a legacy of academic, athletic, and social excellence. Young men and women learn the art of succeeding in life and hone their leadership skills while experiencing the rewards of collaboration. Our mission is to educate the whole person for life. The mission is supported by an environment that nurtures a belief in the goodness of one another, community building, extracurricular programs, and a commitment to global justice through outreach and service to others in need. College and careers are integrated into all curricula and intensive guidance is provided to every child with the focus on professional careers of the 21st century.",Bushwick,"850 Grand Street, Brooklyn NY 11211 (40.711134, -73.938921)",718-387-0228,718-782-0911,ecruz19@schools.nyc.gov,schools.nyc.gov/SchoolPortals/14/K474,9-12,949,8am,2:45pm,No data,"National Honor Society, Peer Mediation, Student Government, Student Leadership Retreats; Science Fair and Science Research Program; Math and Technology Fair; Advanced Visual Arts Classes, Three full concert bands, two jazz bands, two choral ensembles, two dance ensembles; Chamber groups such as guitar ensemble, brass choir, and clarinet choir; Annual theater/musical theater performances by students; Presentations at City/State Conferences; School Spirit Activities","Baseball, Basketball, Football, Handball, Soccer, Volleyball, Wrestling","Basketball, Handball, Outdoor Track, Soccer, Softball, Volleyball",Golf,Full program of school sports with the Grand Street Campus (GSC) Athletic Program. All activities are supported by the GSC Events Staff.,0.680999994,0.829999983,0.75999999,0.405000001,75.0,False,False,False,False,False,False,False,False,No data,850 Grand Street,Brooklyn,11211,NY,40.7105765317809,-73.93886303092383,1,34,485,3325733.0,3030160001.0,Bushwick South                                                             ,BROOKLYN ,bushwick south,BK78 Bushwick South,Percent,13.862738261273826,17.050157258731996,6.157920874027479,36.11570931964906,12.376255575298256,0.6828339678861116,49.12116969979779,19.91394652069113,65.70250726498614,18.080241490392197,BK78,Bushwick South,False,True,True,Community
14K477,School for Legal Studies,0.79,0.93,0.69,0.93,0.83,0.91,2.486,2.142,24.3,19.2,0.002,0.828,16.7,17.8,3.3,90.0,0.774,0.61,School for Legal Studies,2.9,0.643,0.365,0.304,0.386,0.186,School for Legal Studies,407.8,418.4,2.9000000000000004,10.0,0.644,0.0,School for Legal Studies,"Our mission is to guide students to become critical thinkers, independent learners, and productive citizens. Founded in 1996, we are a school in which studentsÂ’ voices are heard, character is developed, excellence prevails, and parents are our partners. Using critical thinking skills, technology, and reading and writing skills, our students investigate and explore educational and career opportunities in the legal field. The families of our students are actively engaged in our culture and are encouraged to chaperone our students on overnight and weekend trips such as college tours and historical sites of interest.",Bushwick,"850 Grand Street, Brooklyn NY 11211 (40.711134, -73.938921)",718-387-2800,718-387-3281,mail@thesls.net,www.thesls.net,9-12,509,8am,3:30pm,No data,"Art, Big Siblings Program, Cheerleading, Chess, Community Service, Dance, Digital Music, Drama,Sing, Explorers, Leadership Classes, Math,College and Career Prep Program, Moot Court, Mock Trial, Multicultural, Peer Mediators, Youth Court, Extended Learning Academy, Women's, Men's and Latino Empowerment Program, Mentoring; Three full concert bands, two jazz bands, two choral ensembles; numerous chamber groups such as guitar ensemble, brass choir, and clarinet choir","Baseball, Basketball, Football, Handball, Soccer, Volleyball, Wrestling","Basketball, Handball, Outdoor Track, Soccer, Softball, Volleyball",Golf,No data,0.404000014,0.779999971,0.829999983,0.305999994,75.999999,False,False,False,False,False,False,False,False,No data,850 Grand Street,Brooklyn,11211,NY,40.710710017518764,-73.93891042326821,1,34,485,3325733.0,3030160001.0,Bushwick South                                                             ,BROOKLYN ,bushwick south,BK78 Bushwick South,Percent,13.862738261273826,17.050157258731996,6.157920874027479,36.11570931964906,12.376255575298256,0.6828339678861116,49.12116969979779,19.91394652069113,65.70250726498614,18.080241490392197,BK78,Bushwick South,False,True,True,Community
